"Primary_key","Working_hours","JOB_CONDITION","JOB_CATEGORY","economic_sector","Employee_count","WORK_DESCRIPTION","Emolument","Company_category","Job_dep","Terms_of_emp"
41904,1533,"C","O","CK","tr_2","474c",14672,"ct_9","31","CDI"
41908,1691,"P","O","FZ","tr_1","684a",14856,"ct_9","17","CDI"
41914,2145,"C","O","NZ","tr_6","534a",25036,"ct_9","45","CDI"
41921,1748,"C","O","QB","tr_3","434d",29724,"ct_8","44","CDI"
41940,1820,"C","O","QB","tr_3","525d",19627,"ct_8","49","CDI"
41946,1738,"P","O","QB","tr_4","526d",19357,"ct_8","49","CDI"
41961,1473,"P","O","PZ","tr_3","525b",13181,"ct_8","49","CDI"
41965,522,"C","O","IZ","tr_2","636d",5326,"ct_9","49","CDI"
41977,511,"C","O","NZ","tr_6","534a",6198,"ct_9","45","CDI"
41989,804,"P","O","GZ","tr_1","542a",6405,"ct_6","49","CDI"
41993,1470,"C","O","GZ","tr_3","633d",23173,"ct_9","49","CDI"
41996,1729,"C","O","MA","tr_3","691c",20669,"ct_9","49","CDI"
42003,1344,"P","O","IZ","tr_5","525b",12904,"ct_9","49","CDI"
42007,1256,"C","O","GZ","tr_1","433d",17947,"ct_9","49","CDI"
42008,1834,"C","O","CI","tr_6","473c",31541,"ct_9","49","CDI"
42017,1625,"C","O","GZ","tr_2","384b",26529,"ct_9","49","CDI"
42025,1762,"C","O","FZ","tr_3","473b",33172,"ct_9","49","CDI"
42033,548,"P","O","GZ","tr_3","554e",4347,"ct_9","49","CDI"
42037,1529,"P","O","GZ","tr_1","433d",19375,"ct_6","49","CDI"
42038,1834,"C","O","HZ","tr_2","521a",22418,"ct_9","49","CDI"
42041,1691,"C","O","OZ","tr_6","531b",25241,"ct_2","49","AUT"
42044,1031,"C","O","NZ","tr_1","543f",13309,"ct_9","49","CDI"
42046,1669,"P","O","QB","tr_3","631a",17759,"ct_9","49","CDI"
42048,1284,"C","O","GZ","tr_1","554b",15622,"ct_9","44","CDI"
42062,1216,"C","O","CC","tr_2","553c",18187,"ct_9","49","CDI"
42065,910,"P","O","QA","tr_6","523d",9008,"ct_3","49","CDI"
42069,1172,"C","O","QB","tr_4","434f",10837,"ct_8","49","CDI"
42083,1699,"P","O","PZ","tr_6","523b",14707,"ct_1","49","CDI"
42086,1086,"P","O","IZ","tr_1","525a",10129,"ct_8","49","CDI"
42090,1736,"C","O","CA","tr_5","462e",37295,"ct_9","69","CDI"
42095,1459,"C","O","JC","tr_1","477a",20558,"ct_9","49","CDI"
42099,1820,"C","O","MA","tr_5","372a",52150,"ct_9","49","CDI"
42102,1261,"P","O","OZ","tr_4","621f",10677,"ct_2","49","AUT"
42104,1195,"C","O","CH","tr_3","623g",11628,"ct_9","49","CDI"
42107,1792,"C","O","CI","tr_6","387a",32170,"ct_9","49","CDI"
42130,1820,"C","O","QB","tr_4","676e",13666,"ct_8","49","CDI"
42138,1368,"P","O","QB","tr_3","563b",17294,"ct_8","49","CDI"
42142,1300,"P","O","MC","tr_4","643a",10749,"ct_9","49","CDI"
42148,621,"P","O","IZ","tr_1","561d",7256,"ct_9","49","CDD"
42150,430,"C","O","GZ","tr_2","653a",13641,"ct_9","49","CDI"
42151,1488,"C","O","GZ","tr_1","562a",13731,"ct_9","49","CDI"
42156,1820,"C","O","KZ","tr_5","461d",21746,"ct_8","49","CDI"
42159,605,"C","O","KZ","tr_6","467c",9983,"ct_8","49","CDD"
42163,1979,"C","O","NZ","tr_6","534a",20881,"ct_9","91","CDI"
42166,1820,"C","O","CI","tr_4","373c",49696,"ct_9","49","CDI"
42168,1820,"C","O","SZ","tr_1","373d",43639,"ct_8","49","CDI"
42169,1824,"C","O","QA","tr_5","525d",18267,"ct_9","49","CDI"
42170,1155,"C","O","CG","tr_3","676a",5351,"ct_9","49","CDI"
42171,1820,"C","O","PZ","tr_1","421b",28110,"ct_8","49","CDI"
42176,1660,"P","O","PZ","tr_4","422e",15026,"ct_1","44","CDI"
42186,1820,"C","O","OZ","tr_6","524c",16730,"ct_2","49","CDI"
42191,803,"C","O","SZ","tr_1","562b",9042,"ct_9","49","CDI"
42192,1820,"C","O","HZ","tr_5","389a",44436,"ct_9","49","CDI"
42194,2028,"C","O","MC","tr_3","374d",52898,"ct_9","92","CDI"
42196,1806,"C","O","FZ","tr_3","543b",19982,"ct_9","49","CDI"
42205,1753,"C","O","CH","tr_3","623g",28723,"ct_9","49","CDI"
42215,2200,"C","O","CC","tr_2","633a",26275,"ct_9","72","CDI"
42216,1732,"C","O","FZ","tr_1","632f",25884,"ct_9","49","CDI"
42217,1820,"C","O","KZ","tr_5","372b",44490,"ct_9","49","CDI"
42218,1669,"C","O","CH","tr_5","461d",26716,"ct_9","49","CDI"
42220,1764,"C","O","MA","tr_3","461e",24283,"ct_9","49","CDI"
42225,1648,"C","O","CA","tr_3","464a",24273,"ct_9","49","CDI"
42227,2213,"P","O","QB","tr_5","525d",26427,"ct_8","49","CDI"
42229,1239,"P","O","GZ","tr_2","543h",12655,"ct_9","49","CDI"
42230,1653,"C","O","GZ","tr_2","554d",15727,"ct_9","49","CDI"
42234,1735,"C","O","FZ","tr_2","621c",23281,"ct_9","49","CDI"
42235,332,"C","O","RZ","tr_0","354f",2089,"ct_9","75","TOA"
42241,1417,"C","O","GZ","tr_2","653a",15952,"ct_9","49","CDI"
42251,1820,"C","O","PZ","tr_3","341a",27086,"ct_8","49","CDI"
42260,150,"P","O","QB","tr_3","631a",1555,"ct_9","44","CDI"
42262,1861,"C","O","CH","tr_5","653a",20408,"ct_9","53","CDI"
42275,1684,"C","O","MA","tr_1","382b",27821,"ct_9","49","CDI"
42278,1820,"C","O","PZ","tr_3","341a",40382,"ct_8","49","CDI"
42280,1820,"C","O","HZ","tr_2","333c",25010,"ct_9","49","CDI"
42288,1662,"C","O","SZ","tr_1","543e",19125,"ct_8","49","CDI"
42295,1323,"P","O","QB","tr_4","434d",20119,"ct_8","49","CDI"
42305,1730,"C","O","QA","tr_2","542a",21322,"ct_9","49","CDI"
42307,1820,"C","O","FZ","tr_2","481b",30011,"ct_9","49","CDI"
42309,1779,"C","O","HZ","tr_6","466c",30538,"ct_9","49","CDI"
42315,946,"C","O","JA","tr_3","637c",15823,"ct_8","92","CDD"
42318,931,"P","O","EZ","tr_3","477d",17483,"ct_9","49","CDI"
42319,1747,"C","O","PZ","tr_2","422c",39503,"ct_8","49","CDI"
42322,2013,"C","O","CC","tr_3","643a",27077,"ct_9","49","CDI"
42324,506,"P","O","OZ","tr_6","545d",5435,"ct_8","49","CDI"
42326,1482,"C","O","CI","tr_6","672a",16848,"ct_9","49","CDI"
42332,2029,"C","O","CM","tr_6","623e",26388,"ct_9","37","CDI"
42334,1820,"C","O","QB","tr_2","526c",15066,"ct_8","49","CDI"
42339,1652,"C","A","FZ","tr_1","681a",13727,"ct_9","49","APP"
42340,1407,"C","O","CA","tr_6","674b",16306,"ct_9","49","CDD"
42344,1037,"P","O","PZ","tr_4","525a",9564,"ct_8","49","CDI"
42346,1796,"C","O","MA","tr_5","374d",53239,"ct_9","92","CDI"
42353,1820,"C","O","QB","tr_3","434c",23522,"ct_8","49","CDI"
42358,1218,"C","O","CK","tr_3","477b",12897,"ct_9","49","CDI"
42362,1766,"C","X","CA","tr_1","462e",16366,"ct_9","49","AUT"
42374,1820,"C","O","CK","tr_5","384a",48740,"ct_9","49","CDI"
42379,1766,"C","O","QB","tr_4","632k",17784,"ct_8","49","CDI"
42381,1820,"C","O","OZ","tr_5","333a",23690,"ct_1","49","CDD"
42394,1396,"C","O","NZ","tr_3","684a",19638,"ct_9","35","CDD"
42396,1338,"C","O","EZ","tr_2","641a",16386,"ct_9","49","CDI"
42397,1558,"C","O","HZ","tr_6","641b",18219,"ct_9","49","CDI"
42401,1403,"P","O","QB","tr_4","431f",22933,"ct_8","49","CDI"
42405,1820,"C","O","GZ","tr_4","373c",42564,"ct_9","44","CDI"
42406,1683,"C","O","LZ","tr_4","463e",20371,"ct_5","49","CDI"
42411,337,"P","O","GZ","tr_1","461d",3948,"ct_9","49","CDI"
42414,1865,"C","O","CG","tr_4","543g",32979,"ct_9","49","CDI"
42416,1701,"C","O","KZ","tr_6","462e",26465,"ct_8","49","CDI"
42417,1776,"C","O","CH","tr_3","673b",14319,"ct_9","72","CDI"
42419,1875,"C","O","GZ","tr_3","626b",22410,"ct_9","49","CDI"
42426,1618,"C","O","CC","tr_3","626c",18519,"ct_9","49","CDI"
42427,1568,"P","O","OZ","tr_6","545d",16814,"ct_8","49","CDI"
42428,595,"C","O","MC","tr_2","542a",4375,"ct_9","53","CDD"
42438,1785,"C","O","QB","tr_3","526d",16962,"ct_8","49","CDI"
42439,552,"P","O","QA","tr_3","433a",8322,"ct_9","49","CDI"
42447,1896,"C","O","MA","tr_3","472c",33674,"ct_9","44","CDI"
42452,823,"C","O","KZ","tr_3","545c",7436,"ct_8","49","CDI"
42453,1839,"C","O","QB","tr_3","526d",22716,"ct_8","49","CDI"
42456,1411,"C","O","FZ","tr_1","681a",17141,"ct_9","49","CDI"
42464,496,"C","O","NZ","tr_1","477a",5146,"ct_9","49","TTP"
42465,1025,"C","O","QA","tr_5","525d",10977,"ct_9","49","CDI"
42471,1673,"C","O","GZ","tr_2","462c",18959,"ct_9","49","CDI"
42475,1096,"P","O","QB","tr_3","434a",17614,"ct_8","44","CDI"
42478,1818,"C","O","LZ","tr_0","632a",16632,"ct_9","49","CDI"
42481,1360,"P","O","QB","tr_3","431f",21782,"ct_8","49","CDI"
42485,1692,"C","O","GZ","tr_1","542a",15034,"ct_9","49","CDI"
42489,1692,"P","O","NZ","tr_6","684a",14278,"ct_9","44","CDI"
42490,1820,"C","O","GZ","tr_5","636c",19158,"ct_9","49","CDI"
42493,1821,"C","O","KZ","tr_1","376d",77243,"ct_9","49","CDI"
42503,709,"P","O","IZ","tr_2","561c",10273,"ct_9","49","CDI"
42506,1723,"C","O","LZ","tr_1","543f",17775,"ct_9","49","CDI"
42508,757,"C","O","GZ","tr_3","554e",6899,"ct_9","49","CDD"
42513,1610,"C","O","MA","tr_3","543e",25090,"ct_9","49","CDI"
42514,3000,"N","O","QB","tr_1","563a",26382,"ct_7","49","CDI"
42523,1820,"C","O","KZ","tr_6","372b",53412,"ct_9","49","CDI"
42524,1855,"C","O","QA","tr_2","431f",29359,"ct_8","49","CDI"
42525,1515,"P","O","HZ","tr_3","641b",13671,"ct_9","49","CDI"
42527,1689,"P","O","GZ","tr_5","477a",22879,"ct_9","49","CDI"
42532,1820,"C","O","PZ","tr_5","422c",35123,"ct_8","49","CDI"
42538,610,"C","O","CA","tr_3","625d",9508,"ct_9","49","CDI"
42541,2171,"C","O","CG","tr_1","674a",24277,"ct_9","49","CDI"
42552,1414,"C","O","GZ","tr_5","543b",14846,"ct_9","49","CDI"
42558,1977,"C","O","QB","tr_4","526a",12925,"ct_8","49","CDI"
42559,1816,"C","O","CA","tr_6","625d",18543,"ct_9","49","CDI"
42561,2044,"C","O","OZ","tr_5","462e",34633,"ct_8","49","CDI"
42564,487,"C","O","CG","tr_3","674a",10875,"ct_9","49","CDI"
42567,1730,"P","O","CH","tr_2","674d",14263,"ct_9","49","CDI"
42571,3000,"N","O","QB","tr_1","563a",10716,"ct_7","49","CDI"
42579,1384,"P","O","QA","tr_3","526a",19933,"ct_8","49","CDI"
42581,3000,"N","O","QB","tr_1","563a",10733,"ct_7","49","CDI"
42583,1851,"C","O","QA","tr_6","526a",21708,"ct_3","49","CDD"
42588,1610,"C","O","SZ","tr_4","471b",16384,"ct_8","49","CDI"
42591,2017,"C","O","CH","tr_4","475a",33826,"ct_9","49","CDI"
42593,1819,"C","O","QA","tr_6","344a",51103,"ct_3","49","CDD"
42606,584,"C","O","SZ","tr_3","632b",13064,"ct_9","49","CDI"
42615,1331,"C","A","FZ","tr_2","681b",10745,"ct_9","49","APP"
42616,619,"C","A","CA","tr_1","683a",4252,"ct_9","72","APP"
42622,1998,"C","O","NZ","tr_3","691d",20736,"ct_8","49","CDI"
42625,1835,"C","O","NZ","tr_4","541b",12367,"ct_9","37","CDI"
42628,579,"N","O","TZ","tr_1","563a",4559,"ct_7","49","CDI"
42634,522,"C","O","OZ","tr_6","524c",5473,"ct_2","53","CDD"
42644,1689,"C","A","CJ","tr_6","543h",13689,"ct_9","16","APP"
42650,441,"P","O","EZ","tr_1","634d",5099,"ct_9","49","CDI"
42656,1987,"C","O","MA","tr_1","387f",29751,"ct_9","49","CDI"
42661,1368,"C","O","CM","tr_1","643a",17577,"ct_9","79","CDI"
42664,1324,"C","O","QB","tr_4","461b",21039,"ct_8","49","CDI"
42672,1722,"C","O","NZ","tr_4","631a",17418,"ct_9","49","CDI"
42673,1522,"C","O","CM","tr_0","628a",11622,"ct_9","49","CDI"
42678,1851,"C","O","QB","tr_4","434d",24065,"ct_8","49","CDI"
42699,1837,"C","O","CG","tr_4","462c",14546,"ct_9","49","CDI"
42702,1463,"C","O","CI","tr_5","461d",23960,"ct_9","49","CDI"
42703,2200,"C","O","HZ","tr_1","641a",20926,"ct_9","49","CDI"
42705,1580,"C","O","QB","tr_2","563b",14986,"ct_9","49","CDI"
42708,1820,"C","O","FZ","tr_4","477b",31842,"ct_9","33","CDI"
42711,1746,"P","O","PZ","tr_4","525a",14416,"ct_8","49","CDI"
42712,1656,"C","O","GZ","tr_1","462b",18410,"ct_9","49","CDI"
42713,1969,"C","O","JC","tr_4","374b",28764,"ct_9","49","CDI"
42715,862,"C","O","KZ","tr_1","526b",10941,"ct_9","49","CDI"
42722,1785,"C","O","MA","tr_3","543b",25468,"ct_9","49","CDI"
42728,1820,"C","O","SZ","tr_4","434c",26211,"ct_8","49","CDI"
42731,1509,"C","O","SZ","tr_1","562a",14438,"ct_9","44","CDI"
42732,1215,"C","O","GZ","tr_1","632d",13209,"ct_9","49","CDD"
42733,1486,"C","O","QB","tr_3","563a",12971,"ct_9","49","CDI"
42734,1893,"N","O","QB","tr_0","563a",6011,"ct_7","49","CDI"
42738,1824,"C","O","PZ","tr_6","373b",25621,"ct_8","49","CDI"
42752,1806,"C","O","OZ","tr_6","344b",51924,"ct_8","49","CDI"
42769,2018,"C","O","JC","tr_0","388a",30086,"ct_9","83","CDI"
42773,1943,"P","O","MC","tr_1","681a",17601,"ct_9","93","CDI"
42776,1820,"C","O","KZ","tr_3","376e",46286,"ct_9","49","CDI"
42778,1834,"C","O","GZ","tr_5","543f",22045,"ct_9","49","CDI"
42780,1715,"C","O","NZ","tr_1","543e",18562,"ct_9","49","CDI"
42785,1674,"C","O","NZ","tr_6","684a",14199,"ct_9","44","CDI"
42789,1792,"C","O","JA","tr_4","544a",25127,"ct_9","49","CDI"
42797,687,"C","O","CL","tr_5","477b",22599,"ct_9","92","CDI"
42829,947,"C","O","QB","tr_4","434d",13434,"ct_8","49","CDI"
42831,1306,"C","O","SZ","tr_2","691d",5025,"ct_8","72","TOA"
42833,1799,"C","O","GZ","tr_6","478b",29435,"ct_9","49","CDI"
42838,3000,"N","O","QB","tr_1","563a",10316,"ct_7","49","CDI"
42841,1820,"C","O","FZ","tr_6","472a",52215,"ct_9","49","CDI"
42848,1820,"C","O","FZ","tr_5","641a",22050,"ct_9","44","CDI"
42849,1820,"C","O","PZ","tr_4","523b",16762,"ct_1","49","CDI"
42853,936,"P","O","QA","tr_1","461b",9797,"ct_9","49","CDI"
42854,1832,"C","O","NZ","tr_6","385a",58774,"ct_9","06","CDI"
42855,1827,"C","O","PZ","tr_3","422b",35591,"ct_8","49","CDI"
42858,1139,"N","O","NZ","tr_1","674c",10566,"ct_9","85","TTP"
42862,1672,"C","O","FZ","tr_0","632a",20241,"ct_9","49","CDI"
42873,1820,"N","O","QB","tr_1","563a",22418,"ct_8","49","CDI"
42874,466,"P","O","IZ","tr_1","554a",5395,"ct_9","49","CDI"
42877,147,"C","O","CA","tr_6","674c",3441,"ct_9","49","CDD"
42882,1456,"P","O","QA","tr_6","433a",18150,"ct_3","49","CDD"
42892,1447,"C","O","CC","tr_3","472a",23132,"ct_9","49","CDI"
42894,1584,"P","O","QB","tr_3","434d",19373,"ct_8","49","CDI"
42899,1820,"C","O","MA","tr_2","461d",28087,"ct_9","49","CDI"
42901,1745,"P","O","PZ","tr_3","525a",14319,"ct_8","49","CDI"
42902,1770,"C","O","CG","tr_5","486d",38377,"ct_9","49","CDI"
42917,1820,"C","O","PZ","tr_4","341a",28748,"ct_8","49","CDI"
42921,632,"C","A","HZ","tr_6","676d",3179,"ct_9","72","APP"
42922,582,"C","O","NZ","tr_1","681a",5801,"ct_9","49","TTP"
42933,1532,"C","O","QA","tr_6","431f",19597,"ct_3","49","CDD"
42944,3000,"N","O","QB","tr_1","563a",23307,"ct_7","49","CDI"
42945,1606,"C","O","CH","tr_5","474c",19887,"ct_9","85","CDI"
42957,1820,"C","O","GZ","tr_5","374d",31229,"ct_9","85","CDI"
42969,1790,"C","O","SZ","tr_4","543h",21791,"ct_8","49","CDI"
42970,503,"P","O","EZ","tr_3","684b",5738,"ct_8","49","CDD"
42976,1651,"C","O","RZ","tr_1","424a",10239,"ct_8","49","CDI"
42977,780,"C","O","CH","tr_2","384a",22864,"ct_9","44","CDI"
42979,1657,"C","O","GZ","tr_2","462b",16354,"ct_9","33","CDI"
42982,451,"C","O","CA","tr_3","625f",10437,"ct_9","49","CDI"
42985,1491,"C","O","CA","tr_5","462e",20551,"ct_9","85","CDI"
42986,1820,"C","O","LZ","tr_6","543g",22238,"ct_9","49","CDI"
42988,1594,"C","O","GZ","tr_4","475a",23114,"ct_9","85","CDI"
42992,1821,"C","O","CJ","tr_3","622d",24503,"ct_9","49","CDI"
42999,804,"C","O","GZ","tr_1","691c",6073,"ct_9","49","CDI"
43001,1347,"P","O","QB","tr_3","434f",14447,"ct_8","49","CDI"
43004,1670,"C","O","GZ","tr_4","556a",21684,"ct_9","49","CDI"
43008,2005,"C","O","NZ","tr_6","465a",21489,"ct_9","49","CDI"
43010,1516,"C","O","EZ","tr_2","632k",15836,"ct_9","44","CDI"
43015,1820,"C","O","PZ","tr_5","422b",22437,"ct_1","49","AUT"
43023,1746,"C","O","NZ","tr_1","691c",16212,"ct_8","49","CDI"
43024,1313,"C","O","IZ","tr_3","377a",23530,"ct_9","49","CDI"
43033,1820,"C","O","QA","tr_4","526a",13091,"ct_9","49","CDI"
43040,1833,"C","O","QA","tr_6","523d",18484,"ct_3","49","CDI"
43042,1820,"C","O","PZ","tr_4","543g",15667,"ct_8","49","CDI"
43054,2042,"C","O","NZ","tr_3","534a",21756,"ct_9","44","CDI"
43056,2069,"N","O","QB","tr_0","563a",7473,"ct_7","49","CDI"
43060,1963,"C","O","HZ","tr_0","466c",23808,"ct_9","49","CDI"
43064,1331,"P","O","QB","tr_3","434a",23381,"ct_8","49","CDI"
43065,809,"C","O","GZ","tr_2","433b",12738,"ct_9","49","CDI"
43068,1697,"C","O","JC","tr_6","478c",28401,"ct_9","49","CDI"
43071,1820,"C","O","OZ","tr_6","524c",25610,"ct_1","49","AUT"
43074,1577,"C","O","CG","tr_2","628c",21729,"ct_9","49","CDI"
43080,1830,"C","O","QB","tr_5","461f",25756,"ct_8","49","CDI"
43085,1820,"C","O","FZ","tr_3","633a",25347,"ct_9","49","CDI"
43093,725,"C","O","NZ","tr_0","555a",6826,"ct_9","75","TTP"
43095,1289,"C","O","CA","tr_6","674c",21311,"ct_9","49","CDI"
43096,921,"C","O","CA","tr_5","625f",9926,"ct_9","49","CDI"
43101,1329,"P","O","QA","tr_5","525d",12436,"ct_9","49","CDI"
43102,1376,"C","O","MA","tr_6","554e",12833,"ct_9","93","CDI"
43103,1782,"C","O","GZ","tr_3","653a",22718,"ct_9","49","CDI"
43105,664,"C","O","HZ","tr_3","546c",7916,"ct_9","49","CDI"
43108,1645,"C","O","CH","tr_3","634b",28930,"ct_9","49","CDI"
43116,1517,"C","O","HZ","tr_2","641b",15653,"ct_9","49","CDI"
43119,1747,"C","O","FZ","tr_2","634b",23814,"ct_9","44","CDI"
43122,925,"P","O","IZ","tr_1","525a",7339,"ct_8","49","CDI"
43125,2200,"C","O","CB","tr_1","676a",24697,"ct_9","50","CDI"
43126,1335,"C","A","CH","tr_2","681b",7189,"ct_9","50","APP"
43128,911,"P","O","QB","tr_6","563b",10170,"ct_8","50","CDI"
43129,1456,"P","O","OZ","tr_3","461f",27122,"ct_1","50","CDI"
43141,2046,"C","O","GZ","tr_2","653a",22706,"ct_9","50","CDI"
43145,1248,"C","O","NZ","tr_6","534a",10325,"ct_9","76","CDI"
43146,1975,"C","O","CB","tr_6","627c",44863,"ct_9","50","CDI"
43149,1810,"C","O","FZ","tr_3","543b",31649,"ct_9","50","CDI"
43151,1820,"C","O","KZ","tr_1","542a",30988,"ct_9","50","CDI"
43152,1886,"C","O","DZ","tr_6","477c",28343,"ct_9","50","CDI"
43158,1820,"C","O","CE","tr_6","384a",50248,"ct_9","50","CDI"
43164,1632,"C","O","FZ","tr_5","472c",22907,"ct_9","50","CDI"
43172,1566,"C","O","CG","tr_1","484b",31880,"ct_9","50","CDI"
43174,899,"C","O","EZ","tr_2","684b",10769,"ct_9","50","CDI"
43175,1475,"C","O","CA","tr_6","484a",34503,"ct_9","50","CDI"
43180,1878,"C","O","CE","tr_6","461e",35922,"ct_9","50","CDI"
43186,968,"C","O","EZ","tr_3","641a",8188,"ct_9","61","CDI"
43194,1497,"C","O","DZ","tr_3","386d",64785,"ct_9","14","CDI"
43198,1598,"C","O","CA","tr_3","461c",20743,"ct_9","50","CDI"
43199,910,"C","O","QB","tr_3","431b",14316,"ct_8","50","CDI"
43204,1625,"C","O","FZ","tr_1","632j",16763,"ct_9","14","CDI"
43206,2173,"C","O","QA","tr_3","526e",26493,"ct_9","50","CDI"
43212,1820,"N","O","GZ","tr_6","374a",41483,"ct_9","50","CDI"
43219,1820,"C","O","KZ","tr_6","467a",22146,"ct_9","50","CDI"
43222,1820,"C","O","PZ","tr_4","341a",49964,"ct_8","50","CDI"
43223,1566,"C","O","GZ","tr_3","542a",16828,"ct_9","50","CDI"
43224,1646,"C","O","CL","tr_6","474c",26847,"ct_9","50","CDI"
43225,1671,"C","O","CG","tr_3","463d",49666,"ct_9","50","CDI"
43231,2430,"C","O","HZ","tr_3","641a",29651,"ct_9","50","CDI"
43239,1856,"C","O","CA","tr_6","625f",23762,"ct_9","50","CDI"
43240,1679,"C","O","GZ","tr_1","554e",13523,"ct_9","50","CDI"
43247,924,"C","O","GZ","tr_3","477c",15382,"ct_9","95","CDI"
43248,1815,"C","O","QB","tr_3","526d",21921,"ct_8","50","CDI"
43249,1432,"P","O","QA","tr_6","526a",17458,"ct_3","50","CDD"
43259,1820,"C","O","FZ","tr_3","472a",38919,"ct_9","50","CDI"
43263,1923,"C","O","MA","tr_2","477b",35192,"ct_9","50","CDI"
43265,1824,"C","O","QA","tr_3","433a",30235,"ct_9","50","CDI"
43269,2112,"C","O","MB","tr_2","342g",41572,"ct_5","50","CDI"
43284,559,"P","O","IZ","tr_1","561d",4961,"ct_9","50","CDD"
43302,1820,"C","O","GZ","tr_6","463d",78569,"ct_9","94","CDI"
43318,1750,"C","O","QA","tr_5","431a",38965,"ct_9","50","CDI"
43323,1642,"P","O","QB","tr_3","526a",25786,"ct_8","50","CDI"
43326,2011,"C","O","QB","tr_5","526a",22114,"ct_8","50","CDI"
43339,1834,"C","O","OZ","tr_4","523c",22089,"ct_2","50","AUT"
43342,1554,"C","O","PZ","tr_1","372d",28260,"ct_9","50","CDI"
43350,1288,"C","O","NZ","tr_1","371a",24929,"ct_9","50","CDI"
43351,396,"C","O","CA","tr_6","674c",16869,"ct_9","50","CDI"
43360,1536,"C","O","SZ","tr_1","477c",15769,"ct_8","50","CDI"
43366,1452,"P","O","QB","tr_5","563b",10058,"ct_8","50","CDI"
43371,563,"C","A","GZ","tr_1","551a",1988,"ct_9","50","APP"
43374,1823,"C","O","CG","tr_6","475b",34841,"ct_9","50","CDI"
43383,1820,"C","O","QB","tr_5","542a",19354,"ct_8","50","CDI"
43387,1939,"C","O","NZ","tr_1","651a",25193,"ct_9","50","TTP"
43389,1239,"C","O","CI","tr_3","477b",16928,"ct_9","50","CDI"
43394,1831,"C","A","NZ","tr_1","631a",13953,"ct_6","50","APP"
43395,248,"C","O","QB","tr_3","526a",2773,"ct_8","50","CDI"
43396,1177,"P","O","SZ","tr_1","562b",9169,"ct_6","50","CDI"
43397,1806,"C","O","OZ","tr_1","434c",20922,"ct_8","50","CDI"
43420,1655,"C","O","DZ","tr_3","485a",27785,"ct_9","50","CDI"
43427,2003,"C","O","QA","tr_4","526e",21848,"ct_9","50","CDI"
43429,840,"C","O","IZ","tr_1","561b",8477,"ct_9","50","CDI"
43437,1873,"C","O","QB","tr_3","526d",16515,"ct_8","50","CDI"
43441,1630,"C","O","NZ","tr_4","534a",17965,"ct_9","76","CDI"
43442,1820,"C","O","QB","tr_5","434f",17289,"ct_8","50","CDI"
43449,1988,"C","O","GZ","tr_4","552a",23423,"ct_9","50","CDI"
43451,2028,"C","O","GZ","tr_3","653a",29356,"ct_9","61","CDI"
43457,1303,"C","O","CK","tr_6","371a",53444,"ct_9","50","CDI"
43472,1827,"C","O","GZ","tr_3","461f",41301,"ct_9","50","CDI"
43475,1365,"P","O","PZ","tr_2","421b",16125,"ct_8","50","CDI"
43479,1490,"P","O","GZ","tr_6","552a",14905,"ct_9","50","CDI"
43483,1556,"C","O","FZ","tr_1","632f",16595,"ct_9","50","CDI"
43485,1758,"C","O","NZ","tr_1","676e",30116,"ct_9","50","TTP"
43494,1420,"C","O","CG","tr_5","475a",24065,"ct_9","50","CDI"
43499,1393,"C","O","JC","tr_6","473c",14901,"ct_9","92","CDI"
43524,1509,"C","O","QA","tr_1","526b",16144,"ct_9","50","CDI"
43525,1820,"C","O","FZ","tr_2","472c",28028,"ct_9","50","CDI"
43538,1430,"C","O","MA","tr_1","542a",13299,"ct_9","50","CDI"
43539,1610,"C","O","OZ","tr_1","472d",20239,"ct_2","14","CDI"
43541,3000,"N","O","QB","tr_1","563a",15447,"ct_7","50","CDI"
43548,1561,"C","O","GZ","tr_2","374d",40531,"ct_9","14","CDI"
43551,1979,"C","O","DZ","tr_6","477c",43858,"ct_9","50","CDI"
43554,2058,"C","O","RZ","tr_1","691b",21462,"ct_9","50","CDI"
43558,1628,"C","O","IZ","tr_3","377a",23289,"ct_9","50","CDI"
43579,902,"C","O","CE","tr_6","479b",35517,"ct_9","50","CDI"
43582,1980,"C","O","QA","tr_3","526e",20659,"ct_9","50","CDI"
43586,1805,"C","O","QB","tr_2","434e",18082,"ct_8","53","CDI"
43588,370,"P","O","NZ","tr_6","684a",3202,"ct_9","59","CDD"
43590,1882,"C","O","DZ","tr_4","477a",33341,"ct_9","76","CDI"
43592,1815,"C","O","LZ","tr_1","463e",65712,"ct_9","50","CDI"
43599,1881,"C","O","CE","tr_6","486e",42218,"ct_9","50","CDI"
43600,1061,"C","O","OZ","tr_5","526c",10765,"ct_2","50","AUT"
43608,1884,"C","O","GZ","tr_2","542a",24890,"ct_9","50","CDI"
43611,1820,"C","O","QA","tr_6","525d",24106,"ct_9","50","CDI"
43618,1941,"C","O","PZ","tr_4","341a",36382,"ct_8","50","CDI"
43623,937,"C","O","SZ","tr_3","372b",14738,"ct_4","50","CDI"
43633,1339,"C","O","OZ","tr_3","545d",17156,"ct_8","50","CDI"
43642,1546,"P","O","PZ","tr_3","341a",24220,"ct_8","50","CDI"
43646,1906,"C","O","CL","tr_6","372a",61663,"ct_9","50","CDI"
43650,1749,"C","O","CE","tr_6","485a",42844,"ct_9","50","CDI"
43654,1845,"C","O","HZ","tr_5","521a",21635,"ct_9","50","CDI"
