"Primary_key","Club"
54922,"cf123"
54925,"cf126"
54959,"cf109"
54960,"cf105"
54973,"cf136"
54979,"cf132"
54989,"cf107"
54990,"cf102"
55002,"cf102"
55003,"cf110"
55005,"cf108"
55008,"cf111"
55010,"cf107"
55011,"cf107"
55013,"cf103"
55015,"cf108"
55016,"cf107"
55019,"cf110"
55035,"cf101"
55041,"cf111"
55052,"cf105"
55054,"cf604"
55058,"cf233"
55077,"cf109"
55085,"cf417"
55091,"cf125"
55099,"cf420"
55104,"cf261"
55117,"cf113"
55125,"cf405"
55157,"cf233"
55165,"cf604"
55166,"cf113"
55168,"cf113"
55169,"cf107"
55170,"cf107"
55172,"cf110"
55173,"cf105"
55174,"cf110"
55180,"cf110"
55181,"cf108"
55185,"cf110"
55186,"cf103"
55190,"cf110"
55193,"cf113"
55196,"cf110"
55197,"cf109"
55200,"cf113"
55201,"cf108"
55202,"cf113"
55208,"cf113"
55209,"cf110"
55211,"cf105"
55212,"cf108"
55213,"cf113"
55214,"cf105"
55217,"cf101"
55220,"cf107"
55221,"cf105"
55223,"cf105"
55225,"cf105"
55226,"cf105"
55227,"cf107"
55228,"cf101"
55229,"cf105"
55230,"cf107"
55304,"cf402"
55305,"cf111"
55325,"cf221"
55341,"cf201"
55354,"cf113"
55355,"cf103"
55359,"cf105"
55361,"cf113"
55363,"cf113"
55365,"cf109"
55367,"cf106"
55375,"cf105"
55381,"cf123"
55392,"cf410"
55394,"cf408"
55416,"cf124"
55419,"cf129"
55439,"cf604"
55455,"cf218"
55476,"cf101"
55478,"cf111"
55507,"cf111"
55511,"cf124"
55516,"cf115"
55541,"cf123"
55542,"cf101"
55545,"cf115"
55552,"cf132"
55567,"cf402"
55576,"cf132"
55581,"cf109"
55595,"cf111"
55598,"cf133"
55617,"cf410"
55633,"cf202"
55636,"cf109"
55639,"cf102"
55641,"cf106"
55652,"cf413"
55671,"cf209"
55674,"cf242"
55699,"cf111"
55710,"cf136"
55719,"cf107"
55720,"cf107"
55721,"cf105"
55723,"cf121"
55724,"cf109"
55728,"cf121"
55731,"cf122"
55732,"cf109"
55734,"cf109"
55740,"cf109"
55741,"cf107"
55745,"cf109"
55746,"cf122"
55747,"cf109"
55749,"cf121"
55750,"cf109"
55753,"cf108"
55755,"cf110"
55764,"cf109"
55766,"cf107"
55795,"cf604"
55809,"cf408"
55830,"cf103"
55834,"cf106"
55836,"cf604"
55838,"cf107"
55839,"cf103"
55841,"cf204"
55843,"cf109"
55844,"cf107"
55846,"cf604"
55848,"cf109"
55850,"cf106"
55854,"cf206"
55861,"cf111"
55866,"cf604"
55898,"cf124"
55901,"cf204"
55905,"cf124"
55910,"cf103"
55911,"cf103"
55913,"cf103"
55914,"cf107"
55916,"cf128"
55917,"cf103"
55921,"cf128"
55922,"cf101"
55927,"cf604"
55928,"cf105"
55929,"cf105"
55932,"cf111"
55934,"cf108"
55938,"cf111"
55940,"cf102"
55942,"cf111"
55944,"cf129"
55945,"cf111"
55946,"cf110"
55947,"cf102"
55948,"cf108"
55949,"cf102"
55950,"cf111"
55953,"cf132"
55955,"cf118"
55956,"cf110"
55957,"cf111"
55958,"cf111"
55960,"cf111"
55961,"cf132"
55967,"cf108"
55969,"cf102"
55975,"cf110"
55983,"cf219"
55985,"cf111"
55991,"cf417"
55992,"cf123"
55997,"cf111"
56000,"cf115"
56008,"cf407"
56010,"cf218"
56036,"cf102"
56039,"cf102"
56040,"cf108"
56041,"cf101"
56043,"cf108"
56044,"cf102"
56045,"cf102"
56047,"cf108"
56048,"cf106"
56050,"cf117"
56052,"cf106"
56055,"cf108"
56056,"cf108"
56057,"cf102"
56061,"cf106"
56063,"cf107"
56064,"cf108"
56067,"cf102"
56068,"cf101"
56070,"cf102"
56071,"cf106"
56083,"cf117"
56084,"cf106"
56086,"cf117"
56087,"cf108"
56091,"cf102"
56092,"cf106"
56093,"cf102"
56094,"cf108"
56096,"cf117"
56097,"cf102"
56112,"cf101"
56115,"cf111"
56119,"cf105"
56127,"cf108"
56128,"cf218"
56132,"cf101"
56133,"cf108"
56134,"cf108"
56140,"cf105"
56143,"cf113"
56144,"cf108"
56146,"cf101"
56147,"cf105"
56148,"cf101"
56150,"cf113"
56151,"cf103"
56152,"cf108"
56154,"cf108"
56156,"cf105"
56157,"cf101"
56158,"cf218"
56159,"cf108"
56160,"cf101"
56161,"cf103"
56172,"cf103"
56176,"cf106"
56183,"cf106"
56184,"cf413"
56189,"cf109"
56197,"cf106"
56199,"cf102"
56201,"cf102"
56202,"cf115"
56203,"cf106"
56205,"cf115"
56206,"cf102"
56208,"cf106"
56210,"cf102"
56212,"cf106"
56213,"cf102"
56216,"cf106"
56217,"cf106"
56219,"cf106"
56221,"cf106"
56227,"cf106"
56228,"cf113"
56233,"cf108"
56234,"cf106"
56237,"cf210"
56239,"cf106"
56241,"cf110"
56242,"cf108"
56244,"cf210"
56245,"cf102"
56247,"cf113"
56248,"cf108"
56252,"cf113"
56253,"cf115"
56254,"cf108"
56261,"cf106"
56262,"cf108"
56264,"cf107"
56266,"cf106"
56267,"cf102"
56268,"cf102"
56272,"cf102"
56273,"cf106"
56277,"cf115"
56283,"cf111"
56285,"cf107"
56286,"cf111"
56287,"cf113"
56288,"cf210"
56289,"cf102"
56291,"cf108"
56293,"cf106"
56294,"cf113"
56295,"cf102"
56296,"cf102"
56297,"cf106"
56301,"cf113"
56302,"cf102"
56324,"cf202"
56341,"cf103"
56343,"cf108"
56345,"cf204"
56350,"cf115"
56351,"cf204"
56352,"cf108"
56365,"cf109"
56399,"cf111"
56428,"cf413"
56431,"cf132"
56441,"cf413"
56452,"cf413"
56453,"cf403"
56457,"cf111"
56472,"cf604"
56481,"cf111"
56494,"cf101"
56517,"cf111"
56522,"cf212"
56523,"cf267"
56531,"cf111"
56532,"cf111"
56544,"cf117"
56545,"cf103"
56548,"cf111"
56562,"cf105"
56599,"cf242"
56615,"cf101"
56646,"cf113"
56649,"cf242"
56667,"cf135"
56687,"cf413"
56692,"cf261"
56694,"cf110"
56698,"cf105"
56699,"cf110"
56710,"cf103"
56721,"cf110"
56725,"cf103"
56726,"cf107"
56728,"cf105"
56729,"cf105"
56731,"cf105"
56734,"cf202"
56735,"cf107"
56736,"cf105"
56737,"cf103"
56738,"cf202"
56741,"cf105"
56742,"cf103"
56744,"cf105"
56745,"cf103"
56747,"cf105"
56748,"cf202"
56749,"cf107"
56750,"cf107"
56751,"cf110"
56752,"cf202"
56753,"cf101"
56755,"cf105"
56758,"cf107"
56795,"cf105"
56805,"cf111"
56812,"cf115"
56817,"cf111"
56822,"cf413"
56836,"cf111"
56882,"cf105"
56884,"cf114"
56886,"cf114"
56888,"cf105"
56889,"cf103"
56892,"cf109"
56894,"cf117"
56896,"cf114"
56897,"cf117"
56898,"cf105"
56901,"cf105"
56903,"cf103"
56904,"cf114"
56905,"cf127"
56914,"cf114"
56917,"cf109"
56918,"cf114"
56922,"cf127"
56923,"cf114"
56927,"cf105"
56929,"cf106"
56930,"cf105"
56931,"cf103"
56934,"cf114"
56939,"cf237"
56948,"cf108"
56950,"cf202"
56951,"cf118"
56952,"cf108"
56953,"cf108"
56958,"cf202"
56964,"cf118"
56966,"cf103"
56969,"cf103"
56970,"cf108"
56974,"cf108"
56976,"cf103"
56978,"cf108"
56979,"cf115"
56981,"cf108"
56983,"cf103"
56988,"cf118"
56992,"cf115"
56993,"cf202"
57008,"cf101"
57017,"cf123"
57022,"cf105"
57031,"cf107"
57040,"cf108"
57050,"cf105"
57053,"cf413"
57054,"cf111"
57063,"cf108"
57073,"cf111"
57074,"cf134"
57078,"cf605"
57082,"cf604"
57086,"cf106"
57087,"cf102"
57096,"cf111"
57103,"cf111"
57120,"cf212"
57144,"cf106"
57149,"cf106"
57150,"cf103"
57153,"cf111"
57161,"cf116"
57164,"cf111"
57165,"cf116"
57175,"cf109"
57192,"cf134"
57204,"cf604"
57214,"cf132"
57228,"cf105"
57241,"cf108"
57263,"cf105"
57282,"cf245"
57292,"cf604"
57312,"cf106"
57314,"cf106"
57319,"cf106"
57322,"cf107"
57323,"cf106"
57327,"cf107"
57330,"cf107"
57331,"cf107"
57333,"cf107"
57341,"cf105"
57345,"cf111"
57351,"cf103"
57352,"cf111"
57357,"cf113"
57374,"cf111"
57426,"cf108"
57497,"cf133"
57499,"cf107"
57503,"cf417"
57505,"cf132"
57509,"cf105"
57513,"cf102"
57516,"cf101"
57521,"cf101"
57522,"cf102"
57524,"cf102"
57526,"cf417"
57532,"cf403"
57542,"cf102"
57544,"cf107"
57546,"cf115"
57547,"cf102"
57548,"cf107"
57553,"cf107"
57554,"cf105"
57556,"cf123"
57559,"cf108"
57560,"cf108"
57562,"cf128"
57563,"cf105"
57568,"cf108"
57569,"cf107"
57572,"cf604"
57575,"cf604"
57585,"cf111"
57599,"cf413"
57620,"cf109"
57623,"cf111"
57638,"cf105"
57653,"cf103"
57659,"cf132"
57668,"cf119"
57683,"cf603"
57694,"cf111"
57705,"cf111"
57730,"cf403"
57764,"cf134"
57793,"cf604"
57800,"cf408"
57804,"cf242"
57808,"cf604"
57820,"cf202"
57852,"cf202"
57857,"cf102"
57860,"cf112"
57861,"cf111"
57863,"cf102"
57866,"cf603"
57869,"cf121"
57871,"cf102"
57890,"cf125"
57896,"cf221"
57930,"cf110"
57931,"cf413"
57947,"cf123"
57949,"cf242"
57956,"cf102"
57957,"cf109"
57960,"cf102"
57963,"cf108"
57964,"cf134"
57969,"cf134"
57971,"cf109"
57973,"cf102"
57974,"cf108"
57977,"cf110"
57979,"cf102"
57986,"cf101"
57987,"cf603"
58009,"cf123"
58011,"cf413"
58012,"cf111"
58013,"cf125"
58026,"cf413"
58032,"cf102"
58035,"cf131"
58036,"cf102"
58037,"cf108"
58038,"cf108"
58039,"cf110"
58040,"cf102"
58042,"cf131"
58044,"cf217"
58047,"cf108"
58050,"cf102"
58051,"cf102"
58053,"cf103"
58054,"cf131"
58058,"cf131"
58063,"cf131"
58064,"cf108"
58065,"cf131"
58068,"cf102"
58069,"cf103"
58071,"cf107"
58075,"cf102"
58077,"cf217"
58081,"cf102"
58082,"cf102"
58086,"cf108"
58088,"cf107"
58089,"cf102"
58090,"cf108"
58091,"cf107"
58092,"cf108"
58094,"cf109"
58095,"cf108"
58097,"cf131"
58099,"cf102"
58100,"cf102"
58101,"cf110"
58102,"cf108"
58103,"cf110"
58105,"cf108"
58110,"cf108"
58112,"cf102"
58117,"cf108"
58118,"cf108"
58120,"cf108"
58123,"cf102"
58127,"cf217"
58129,"cf103"
58130,"cf108"
58132,"cf108"
58133,"cf110"
58135,"cf110"
58140,"cf108"
58142,"cf131"
58143,"cf108"
58144,"cf131"
58149,"cf102"
58150,"cf108"
58151,"cf102"
58154,"cf102"
58156,"cf102"
58158,"cf108"
58160,"cf102"
58161,"cf108"
58162,"cf108"
58163,"cf102"
58166,"cf102"
58167,"cf102"
58168,"cf102"
58171,"cf102"
58172,"cf110"
58174,"cf109"
58177,"cf102"
58179,"cf103"
58180,"cf102"
58181,"cf103"
58182,"cf102"
58183,"cf102"
58186,"cf217"
58187,"cf131"
58190,"cf103"
58191,"cf102"
58192,"cf103"
58194,"cf102"
58201,"cf102"
58204,"cf131"
58205,"cf107"
58206,"cf108"
58207,"cf131"
58208,"cf131"
58209,"cf102"
58210,"cf108"
58213,"cf102"
58215,"cf103"
58216,"cf110"
58218,"cf108"
58224,"cf109"
58226,"cf102"
58227,"cf103"
58229,"cf108"
58230,"cf102"
58231,"cf217"
58234,"cf110"
58236,"cf131"
58237,"cf102"
58243,"cf128"
58248,"cf110"
58249,"cf110"
58253,"cf103"
58255,"cf122"
58256,"cf221"
58258,"cf122"
58260,"cf122"
58262,"cf122"
58267,"cf122"
58284,"cf101"
58308,"cf242"
58324,"cf105"
58330,"cf101"
58332,"cf101"
58333,"cf105"
58341,"cf108"
58345,"cf413"
58349,"cf118"
58357,"cf119"
58362,"cf107"
58365,"cf604"
58366,"cf114"
58367,"cf118"
58371,"cf118"
58372,"cf101"
58380,"cf117"
58383,"cf109"
58391,"cf111"
58459,"cf413"
58460,"cf221"
58464,"cf103"
58475,"cf117"
58484,"cf105"
58485,"cf121"
58490,"cf413"
58494,"cf111"
58496,"cf111"
58521,"cf111"
58527,"cf111"
58531,"cf420"
58541,"cf413"
58551,"cf112"
58553,"cf111"
58557,"cf106"
58559,"cf106"
58561,"cf107"
58563,"cf106"
58575,"cf102"
58579,"cf109"
58580,"cf127"
58581,"cf101"
58584,"cf127"
58589,"cf127"
58592,"cf103"
58594,"cf109"
58614,"cf402"
58623,"cf133"
58625,"cf121"
58628,"cf111"
58640,"cf123"
58686,"cf402"
58687,"cf408"
58720,"cf111"
58725,"cf133"
58736,"cf133"
58737,"cf124"
58748,"cf106"
58755,"cf113"
58765,"cf402"
58783,"cf218"
58792,"cf403"
58797,"cf111"
58805,"cf129"
58809,"cf115"
58813,"cf420"
58820,"cf111"
58821,"cf133"
58824,"cf110"
58825,"cf101"
58826,"cf107"
58829,"cf106"
58831,"cf103"
58832,"cf106"
58835,"cf103"
58837,"cf136"
58842,"cf110"
58843,"cf107"
58846,"cf110"
58847,"cf108"
58848,"cf107"
58849,"cf110"
58851,"cf106"
58853,"cf107"
58855,"cf117"
58857,"cf107"
58858,"cf110"
58860,"cf107"
58861,"cf106"
58862,"cf107"
58868,"cf103"
58869,"cf103"
58874,"cf105"
58881,"cf410"
58883,"cf133"
58887,"cf241"
58916,"cf121"
58930,"cf115"
58931,"cf105"
58936,"cf206"
58954,"cf115"
58955,"cf125"
58956,"cf110"
58961,"cf108"
58963,"cf110"
58964,"cf124"
58965,"cf108"
58966,"cf124"
58967,"cf103"
58968,"cf108"
58971,"cf112"
58972,"cf114"
58974,"cf108"
58975,"cf110"
58977,"cf103"
58980,"cf124"
58981,"cf103"
58990,"cf103"
58992,"cf103"
58997,"cf102"
58998,"cf112"
58999,"cf108"
59001,"cf107"
59006,"cf114"
59007,"cf110"
59008,"cf103"
59009,"cf108"
59013,"cf114"
59014,"cf124"
59016,"cf107"
59019,"cf108"
59020,"cf107"
59022,"cf112"
59023,"cf112"
59026,"cf107"
59027,"cf103"
59028,"cf112"
59033,"cf103"
59034,"cf110"
59035,"cf110"
59036,"cf408"
59046,"cf133"
59047,"cf402"
59052,"cf117"
59053,"cf107"
59054,"cf117"
59055,"cf101"
59057,"cf107"
59058,"cf108"
59059,"cf117"
59060,"cf111"
59062,"cf117"
59065,"cf101"
59066,"cf107"
59068,"cf117"
59069,"cf109"
59073,"cf111"
59075,"cf101"
59078,"cf137"
59079,"cf109"
59081,"cf106"
59083,"cf133"
59085,"cf106"
59087,"cf108"
59088,"cf107"
59095,"cf133"
59106,"cf252"
59111,"cf101"
59112,"cf105"
59115,"cf106"
59118,"cf113"
59121,"cf107"
59122,"cf113"
59133,"cf221"
59153,"cf402"
59155,"cf105"
59184,"cf111"
59205,"cf604"
59217,"cf420"
59228,"cf133"
59244,"cf245"
59249,"cf206"
59251,"cf111"
59269,"cf123"
59275,"cf105"
59277,"cf123"
59278,"cf101"
59283,"cf102"
59286,"cf102"
59288,"cf101"
59289,"cf102"
59290,"cf101"
59293,"cf111"
59326,"cf109"
59350,"cf121"
59351,"cf401"
59356,"cf410"
59373,"cf103"
59379,"cf127"
59383,"cf123"
59385,"cf241"
59386,"cf101"
59388,"cf107"
59390,"cf107"
59392,"cf107"
59397,"cf413"
59400,"cf107"
59402,"cf136"
59405,"cf103"
59406,"cf101"
59408,"cf103"
59409,"cf132"
59411,"cf115"
59412,"cf133"
59426,"cf402"
59437,"cf219"
59449,"cf218"
59464,"cf115"
59478,"cf137"
59502,"cf133"
59516,"cf604"
59519,"cf105"
59528,"cf105"
59530,"cf133"
59539,"cf105"
59542,"cf107"
59545,"cf107"
59546,"cf105"
59550,"cf101"
59563,"cf102"
59567,"cf114"
59570,"cf114"
59573,"cf112"
59575,"cf102"
59577,"cf114"
59578,"cf127"
59580,"cf108"
59581,"cf103"
59582,"cf113"
59583,"cf113"
59584,"cf114"
59585,"cf102"
59586,"cf103"
59587,"cf109"
59588,"cf103"
59589,"cf114"
59592,"cf109"
59595,"cf127"
59596,"cf122"
59598,"cf102"
59600,"cf113"
59603,"cf114"
59604,"cf102"
59605,"cf103"
59609,"cf114"
59611,"cf127"
59613,"cf106"
59615,"cf102"
59616,"cf114"
59619,"cf113"
59620,"cf106"
59621,"cf109"
59623,"cf106"
59624,"cf113"
59625,"cf103"
59627,"cf108"
59628,"cf113"
59630,"cf113"
59631,"cf127"
59634,"cf102"
59635,"cf122"
59636,"cf109"
59638,"cf113"
59639,"cf113"
59642,"cf127"
59644,"cf127"
59645,"cf122"
59649,"cf106"
59654,"cf113"
59655,"cf113"
59656,"cf113"
59659,"cf113"
59660,"cf108"
59664,"cf108"
59670,"cf103"
59672,"cf114"
59675,"cf112"
59676,"cf102"
59677,"cf122"
59679,"cf113"
59704,"cf134"
59705,"cf601"
59706,"cf101"
59711,"cf103"
59713,"cf108"
59715,"cf103"
59716,"cf134"
59717,"cf105"
59723,"cf101"
59740,"cf133"
59759,"cf241"
59772,"cf413"
59777,"cf413"
59778,"cf123"
59815,"cf111"
59816,"cf117"
59821,"cf101"
59823,"cf249"
59824,"cf103"
59825,"cf101"
59826,"cf111"
59835,"cf109"
59842,"cf111"
59850,"cf134"
59854,"cf135"
59857,"cf402"
59859,"cf410"
59890,"cf133"
59899,"cf211"
59911,"cf132"
59913,"cf249"
59922,"cf257"
59926,"cf125"
59936,"cf219"
59937,"cf117"
59947,"cf111"
59987,"cf401"
59995,"cf101"
60016,"cf404"
60020,"cf111"
60047,"cf125"
60049,"cf125"
60051,"cf111"
60052,"cf604"
60053,"cf101"
60054,"cf125"
60055,"cf125"
60060,"cf106"
60061,"cf241"
60066,"cf109"
60067,"cf106"
60068,"cf101"
60078,"cf123"
60084,"cf218"
60105,"cf218"
60116,"cf123"
60121,"cf402"
60132,"cf111"
60135,"cf115"
60146,"cf103"
60147,"cf113"
60149,"cf114"
60150,"cf114"
60154,"cf114"
60155,"cf103"
60158,"cf114"
60160,"cf114"
60162,"cf101"
60165,"cf114"
60169,"cf114"
60170,"cf114"
60172,"cf103"
60174,"cf108"
60175,"cf114"
60178,"cf107"
60182,"cf114"
60183,"cf101"
60184,"cf101"
60185,"cf114"
60187,"cf114"
60191,"cf108"
60194,"cf101"
60195,"cf107"
60196,"cf105"
60197,"cf114"
60198,"cf108"
60201,"cf101"
60202,"cf101"
60203,"cf114"
60206,"cf107"
60210,"cf114"
60211,"cf105"
60237,"cf413"
60239,"cf113"
60245,"cf102"
60249,"cf113"
60271,"cf245"
60276,"cf407"
60300,"cf102"
60313,"cf402"
60318,"cf129"
60348,"cf109"
60349,"cf604"
60352,"cf604"
60356,"cf103"
60361,"cf123"
60363,"cf102"
60366,"cf103"
60368,"cf123"
60383,"cf129"
60412,"cf248"
60424,"cf219"
60442,"cf221"
60451,"cf105"
60470,"cf121"
60475,"cf219"
60477,"cf133"
60488,"cf111"
60489,"cf402"
60505,"cf109"
60510,"cf233"
60511,"cf407"
60513,"cf102"
60514,"cf108"
60516,"cf113"
60517,"cf108"
60518,"cf136"
60519,"cf107"
60521,"cf102"
60523,"cf108"
60525,"cf108"
60527,"cf131"
60532,"cf110"
60534,"cf107"
60535,"cf131"
60536,"cf102"
60537,"cf102"
60538,"cf102"
60539,"cf113"
60540,"cf124"
60542,"cf124"
60543,"cf108"
60544,"cf102"
60546,"cf113"
60548,"cf110"
60549,"cf113"
60551,"cf124"
60552,"cf102"
60555,"cf110"
60556,"cf113"
60557,"cf108"
60559,"cf102"
60560,"cf107"
60561,"cf108"
60563,"cf131"
60565,"cf107"
60572,"cf113"
60574,"cf136"
60576,"cf107"
60577,"cf136"
60579,"cf124"
60580,"cf124"
60581,"cf118"
60583,"cf102"
60586,"cf136"
60587,"cf107"
60588,"cf108"
60591,"cf136"
60593,"cf131"
60595,"cf131"
60599,"cf136"
60600,"cf118"
60604,"cf113"
60605,"cf118"
60606,"cf108"
60607,"cf110"
60609,"cf102"
60611,"cf108"
60612,"cf108"
60615,"cf102"
60617,"cf136"
60621,"cf131"
60622,"cf107"
60624,"cf113"
60626,"cf118"
60632,"cf108"
60636,"cf107"
60637,"cf136"
60642,"cf110"
60643,"cf110"
60645,"cf102"
60647,"cf118"
60648,"cf108"
60649,"cf118"
60650,"cf110"
60651,"cf102"
60652,"cf108"
60653,"cf124"
60657,"cf102"
60659,"cf113"
60660,"cf108"
60662,"cf136"
60663,"cf124"
60666,"cf102"
60667,"cf108"
60668,"cf102"
60670,"cf102"
60671,"cf118"
60673,"cf124"
60674,"cf108"
60675,"cf107"
60680,"cf131"
60681,"cf118"
60683,"cf118"
60684,"cf124"
60686,"cf102"
60693,"cf117"
60694,"cf123"
60698,"cf245"
60711,"cf233"
60736,"cf211"
60740,"cf604"
60773,"cf102"
60774,"cf102"
60775,"cf134"
60781,"cf105"
60786,"cf102"
60790,"cf102"
60791,"cf105"
60792,"cf123"
60794,"cf102"
60799,"cf123"
60804,"cf129"
60807,"cf122"
60808,"cf123"
60809,"cf102"
60810,"cf102"
60811,"cf102"
60813,"cf123"
60822,"cf109"
60830,"cf132"
60832,"cf117"
60841,"cf128"
60857,"cf245"
60863,"cf245"
60864,"cf420"
60884,"cf245"
60893,"cf242"
60895,"cf111"
60899,"cf245"
60908,"cf604"
60943,"cf132"
60947,"cf402"
60958,"cf402"
60961,"cf114"
60968,"cf117"
60999,"cf402"
61005,"cf604"
61010,"cf111"
61012,"cf111"
61023,"cf107"
61026,"cf107"
61030,"cf102"
61042,"cf107"
61044,"cf102"
61056,"cf107"
61062,"cf108"
61063,"cf108"
61064,"cf108"
61073,"cf126"
61075,"cf111"
61076,"cf218"
61084,"cf604"
61092,"cf111"
61093,"cf117"
61116,"cf111"
61119,"cf134"
61137,"cf604"
61150,"cf109"
61167,"cf105"
61182,"cf111"
61183,"cf206"
61188,"cf221"
61202,"cf111"
61206,"cf111"
61212,"cf258"
61232,"cf418"
61233,"cf221"
61274,"cf101"
61288,"cf123"
61296,"cf111"
61301,"cf115"
61306,"cf115"
61316,"cf219"
61320,"cf111"
61323,"cf103"
61331,"cf102"
61333,"cf101"
61337,"cf102"
61338,"cf117"
61340,"cf122"
61346,"cf219"
61349,"cf108"
61352,"cf101"
61353,"cf117"
61354,"cf101"
61355,"cf119"
61356,"cf103"
61358,"cf119"
61360,"cf101"
61361,"cf102"
61366,"cf106"
61369,"cf119"
61370,"cf102"
61371,"cf102"
61372,"cf102"
61374,"cf106"
61375,"cf102"
61379,"cf219"
61381,"cf103"
61383,"cf122"
61392,"cf111"
61393,"cf242"
61395,"cf117"
61400,"cf267"
61414,"cf111"
61425,"cf111"
61431,"cf101"
61434,"cf101"
61435,"cf101"
61437,"cf111"
61438,"cf133"
61441,"cf102"
61445,"cf115"
61448,"cf123"
61454,"cf132"
61463,"cf113"
61465,"cf110"
61466,"cf102"
61469,"cf110"
61470,"cf105"
61471,"cf110"
61472,"cf105"
61473,"cf110"
61474,"cf113"
61483,"cf110"
61484,"cf107"
61486,"cf108"
61488,"cf105"
61489,"cf113"
61496,"cf102"
61499,"cf107"
61500,"cf113"
61504,"cf110"
61506,"cf107"
61507,"cf108"
61524,"cf109"
61546,"cf101"
61550,"cf136"
61553,"cf125"
61564,"cf123"
61582,"cf102"
61583,"cf102"
61586,"cf106"
61592,"cf103"
61593,"cf105"
61598,"cf102"
61600,"cf102"
61602,"cf106"
61603,"cf106"
61604,"cf103"
61606,"cf106"
61613,"cf127"
61632,"cf221"
61634,"cf132"
61645,"cf111"
61650,"cf604"
61652,"cf237"
61658,"cf106"
61664,"cf242"
61676,"cf125"
61685,"cf117"
61697,"cf402"
61700,"cf111"
61706,"cf121"
61712,"cf242"
61735,"cf402"
61756,"cf111"
61773,"cf102"
61775,"cf107"
61776,"cf102"
61779,"cf101"
61781,"cf107"
61783,"cf604"
61787,"cf105"
61805,"cf242"
61807,"cf101"
61808,"cf117"
61821,"cf106"
61826,"cf102"
61827,"cf102"
61832,"cf129"
61839,"cf403"
61858,"cf403"
61860,"cf132"
61880,"cf111"
61895,"cf111"
61898,"cf111"
61899,"cf127"
61902,"cf403"
61918,"cf115"
61934,"cf106"
61935,"cf106"
61936,"cf107"
61937,"cf106"
61938,"cf105"
61939,"cf106"
61947,"cf105"
61954,"cf408"
61956,"cf102"
61957,"cf102"
61960,"cf109"
61962,"cf109"
61964,"cf117"
61966,"cf212"
61968,"cf111"
61970,"cf105"
61973,"cf102"
61975,"cf102"
61977,"cf105"
61979,"cf109"
61981,"cf117"
61983,"cf109"
61984,"cf109"
61987,"cf102"
61989,"cf109"
61990,"cf102"
61991,"cf109"
61994,"cf102"
61999,"cf109"
62003,"cf107"
62004,"cf109"
62006,"cf107"
62009,"cf109"
62027,"cf113"
62037,"cf113"
62041,"cf101"
62043,"cf114"
62048,"cf102"
62051,"cf108"
62052,"cf113"
62055,"cf102"
62056,"cf102"
62060,"cf102"
62069,"cf119"
62095,"cf103"
62101,"cf403"
62102,"cf111"
62107,"cf201"
62110,"cf116"
62113,"cf201"
62117,"cf106"
62121,"cf137"
62128,"cf118"
62131,"cf107"
62132,"cf116"
62133,"cf106"
62135,"cf137"
62137,"cf112"
62138,"cf112"
62143,"cf108"
62145,"cf107"
62146,"cf118"
62147,"cf137"
62151,"cf137"
62152,"cf106"
62154,"cf137"
62155,"cf105"
62156,"cf116"
62157,"cf106"
62158,"cf108"
62159,"cf108"
62160,"cf108"
62161,"cf112"
62164,"cf118"
62166,"cf105"
62169,"cf112"
62170,"cf118"
62171,"cf108"
62173,"cf137"
62175,"cf137"
62177,"cf112"
62178,"cf108"
62179,"cf137"
62180,"cf112"
62182,"cf137"
62183,"cf137"
62184,"cf116"
62185,"cf201"
62186,"cf201"
62187,"cf116"
62188,"cf118"
62189,"cf116"
62194,"cf105"
62198,"cf112"
62199,"cf116"
62200,"cf201"
62202,"cf108"
62204,"cf118"
62206,"cf106"
62207,"cf137"
62208,"cf105"
62209,"cf201"
62215,"cf137"
62218,"cf116"
62219,"cf112"
62221,"cf107"
62223,"cf118"
62224,"cf137"
62226,"cf105"
62229,"cf137"
62230,"cf107"
62234,"cf106"
62237,"cf137"
62238,"cf112"
62239,"cf137"
62242,"cf118"
62244,"cf116"
62245,"cf118"
62246,"cf108"
62250,"cf108"
62251,"cf137"
62252,"cf112"
62253,"cf201"
62255,"cf137"
62258,"cf108"
62260,"cf106"
62261,"cf106"
62263,"cf106"
62268,"cf112"
62269,"cf137"
62272,"cf105"
62273,"cf106"
62274,"cf137"
62279,"cf112"
62280,"cf116"
62281,"cf116"
62283,"cf112"
62284,"cf107"
62287,"cf108"
62288,"cf108"
62292,"cf112"
62295,"cf137"
62296,"cf106"
62297,"cf137"
62298,"cf112"
62300,"cf108"
62302,"cf106"
62303,"cf106"
62305,"cf107"
62306,"cf107"
62307,"cf106"
62308,"cf112"
62309,"cf137"
62310,"cf108"
62313,"cf112"
62316,"cf137"
62317,"cf107"
62320,"cf108"
62322,"cf116"
62324,"cf112"
62328,"cf108"
62330,"cf106"
62331,"cf107"
62333,"cf137"
62335,"cf116"
62337,"cf116"
62340,"cf118"
62341,"cf105"
62342,"cf137"
62348,"cf137"
62350,"cf137"
62351,"cf201"
62355,"cf116"
62356,"cf112"
62361,"cf105"
62362,"cf105"
62367,"cf108"
62368,"cf201"
62369,"cf112"
62370,"cf108"
62374,"cf108"
62375,"cf201"
62378,"cf118"
62380,"cf107"
62384,"cf107"
62389,"cf107"
62390,"cf112"
62392,"cf106"
62394,"cf108"
62399,"cf137"
62405,"cf112"
62408,"cf116"
62409,"cf108"
62410,"cf118"
62413,"cf112"
62415,"cf118"
